timestamp,bytes_in,bytes_out,host
1458699058,80,181,host248
1458699063,174,379,host248
1458699065,90,90,host248
1458699068,63,182,host248
1458699068,5890,2113,host248
1458699068,63,188,host248
1458699076,56980,443364,host248
1458699076,90,90,host248
1458698984,128,82,host8
1458698984,147,78,host8
1458698987,370,220,host8
1458698989,146,73,host8
1458698989,146,73,host8
1458698989,332,168,host8
1458698989,332,168,host8
1458698989,332,168,host8
1458698992,332,168,host8
1458698992,0,540,host8
1458698993,149,80,host8
1458698993,146,73,host8
1458698993,149,80,host8
1458698997,332,168,host8
1458699002,130,84,host8
1458699002,146,73,host8
1458699002,150,83,host8
1458699004,146,73,host8
1458699004,375,170,host8
1458699005,332,168,host8
1458699009,332,168,host8
1458699011,149,80,host8
1458699011,332,168,host8
1458699011,146,73,host8
1458699011,149,80,host8
1458699016,1704,3006,host8
1458699024,146,73,host8
1458699024,149,80,host8
1458699024,146,73,host8
1458699024,149,80,host8
1458699024,183,84,host8
1458699024,166,86,host8
1458699029,286,364,host8
1458698981,126,370,host248
1458698981,63,188,host248
1458698981,63,180,host248
1458698981,63,185,host248
1458698981,63,181,host248
1458698982,79,180,host248
1458698984,62,76,host248
1458698984,122,159,host248
1458698986,97,85,host248
1458698988,18895,3006,host248
1458698993,126,246,host248
1458698995,63,190,host248
1458699002,4735,2107,host248
1458699002,90,78,host248
1458699004,1377,566,host248
1458699007,47725,6562,host248
1458699007,6833,5268,host248
1458699010,7199,1608,host248
1458699011,86,74,host248
1458699037,223,77,host254
1458699047,498,76,host254
1458699047,126,246,host254
1458699047,186,246,host254
1458699062,90,94,host254
1458699064,126,246,host254
1458699079,108,76,host8
1458699080,332,168,host8
1458699080,159,86,host8
1458699070,0,90,host19
1458699070,66,236,host19
1458699071,5531,1429,host19
1458699071,0,110,host19
1458699071,0,110,host19
1458699071,0,110,host19
1458699071,8583,1785,host18
1458699073,8583,1694,host18
1458699074,66,423,host19
1458699075,0,110,host19
1458699076,0,110,host19
1458699075,78248,13932,host18
1458699075,7655,1694,host18
1458699076,0,108,host19
1458699076,0,79,host19
1458699078,66,334,host19
1458699078,0,294,host19
1458699078,0,151,host19
1458699078,710,817,host19
1458699078,0,108,host19
1458699078,0,151,host19
1458699078,110,110,host19
1458699078,110,110,host19
1458699079,0,152,host19
1458699080,0,145,host19
1458699079,8583,1694,host18
1458699081,1334,476,host19
1458699080,7655,1694,host18
1458699028,0,62,host2
1458699012,7655,1770,host18
1458699013,7655,1694,host18
1458699013,0,360,host18
1458699015,0,110,host19
1458699015,110,110,host19
1458699016,7655,1694,host18
1458699017,110,110,host19
1458699017,0,98,host19
1458699017,141,80,host19
1458699017,0,74,host19
1458699018,0,108,host19
1458699018,0,196,host19
1458699018,0,151,host19
1458699018,7655,1754,host18
1458699018,7655,1770,host18
1458699019,0,96,host19
1458699020,294,294,host19
1458699021,0,90,host19
1458699022,0,213,host19
1458699022,0,294,host19
1458699022,74,1721,host19
1458699022,74,1725,host19
1458699022,74,1725,host19
1458699022,0,151,host19
1458699022,0,151,host19
1458699022,7655,1861,host18
1458699023,0,292,host19
1458699023,0,342,host19
1458699023,74,1720,host19
1458699023,8583,1694,host18
1458699025,67806,1392793,host19
1458699025,74,727,host19
1458699026,74,332,host19
1458699025,8583,1694,host18
1458699027,74,462,host19
1458699027,0,98,host19
1458699028,0,108,host19
1458699027,7655,1754,host18
1458699031,0,294,host19
1458699032,66,2042,host19
1458699032,230,241,host19
1458699032,0,132,host19
1458699032,166,100,host19
1458699032,2525,10604,host19
1458699032,0,89,host19
1458699032,0,107,host19
1458699032,74,779,host19
1458699032,7655,1770,host18
1458699058,570,550,host2
1458699072,13176,82804,host2
1458699033,0,77,host19
1458699033,0,88,host19
1458699033,0,1392,host19
1458699033,0,2692,host19
1458699033,0,84,host19
1458699033,0,73,host19
1458699034,0,87,host19
1458699034,0,83,host19
1458699034,62,413,host19
1458699034,62,403,host19
1458699034,0,84,host19
1458699034,0,151,host19
1458699034,0,151,host19
1458699034,3406,3787,host19
1458699034,0,87,host19
1458699034,74,727,host19
1458699034,74,727,host19
1458699034,0,1392,host19
1458699034,74,727,host19
1458699034,0,85,host19
1458699034,0,92,host19
1458699034,74,727,host19
1458699034,402,92,host19
1458699035,0,93,host19
1458699035,74,727,host19
1458699035,297,93,host19
1458699035,0,93,host19
1458699035,66,396,host19
1458699035,0,89,host19
1458699035,255,89,host19
1458699035,0,91,host19
1458699034,7655,1694,host18
1458699035,66,215,host19
1458699036,0,77,host19
1458699036,0,92,host19
1458699036,0,88,host19
1458699036,0,88,host19
1458699036,0,88,host19
1458699036,66,215,host19
1458699036,0,92,host19
1458699036,0,92,host19
1458699036,318,92,host19
1458699036,0,88,host19
1458699036,316,88,host19
1458699037,0,90,host19
1458699037,0,177,host19
1458699037,182,177,host19
1458699037,295,90,host19
1458699038,0,89,host19
1458699038,0,92,host19
1458699039,0,88,host19
1458699039,291,88,host19
1458699039,331,92,host19
1458699039,346,92,host19
1458699039,346,92,host19
1458699038,7655,1785,host18
1458699039,1202,479,host19
1458699039,66,801,host19
1458699040,7655,1801,host18
1458699042,0,321,host19
1458699041,7655,1694,host18
1458699043,8583,1694,host18
1458699045,0,85,host19
1458699046,0,151,host19
1458699046,0,590,host19
1458699046,110,110,host19
1458699046,25922,12828,host19
1458699046,0,108,host19
1458699046,7655,1710,host18
1458699047,0,151,host19
1458699047,392,392,host19
1458699047,74,727,host19
1458699048,0,151,host19
1458699047,7655,1694,host18
1458699048,0,151,host19
1458699047,8583,1694,host18
1458699048,0,151,host19
1458699048,7655,1754,host18
1458698987,334,306,host2
1458699000,0,276,host2
1458699010,0,62,host2
1458699016,238,99,host2
1458699001,63,182,host254
1458698927,114,188,host248
1458698931,63,191,host248
1458698931,99,191,host248
1458698931,4000,3975,host248
1458698935,618,1120,host248
1458698936,63,188,host248
1458698940,101,179,host248
1458698940,63,173,host248
1458698940,63,182,host248
1458698940,63,178,host248
1458698940,111,198,host248
1458698940,63,182,host248
1458698940,166,401,host248
1458698961,90,90,host248
1458698961,123,385,host248
1458698963,119,183,host248
1458698964,90,90,host19
1458698964,525,1961,host19
1458698964,5328,1374,host19
1458698964,525,1961,host19
1458698964,0,91,host19
1458698964,58,404,host19
1458698965,66,1827,host19
1458698965,0,98,host19
1458698868,129,79,host8
1458698868,297,1081,host8
1458698868,914,78,host8
1458698868,340,81,host8
1458698868,334,82,host8
1458698868,63,186,host8
1458698868,63,181,host8
1458698868,183,108,host8
1458698868,86,86,host8
1458698869,63,183,host8
1458698869,63,180,host8
1458698869,126,364,host8
1458698869,489,81,host8
1458698869,924,73,host8
1458698869,63,178,host8
1458698869,79,178,host8
1458698869,63,186,host8
1458698869,62,75,host8
1458698869,1170,1330,host8
1458698869,544,151,host8
1458698869,490,73,host8
1458698869,476,76,host8
1458698869,486,76,host8
1458698870,477,76,host8
1458698870,179,104,host8
1458698875,540,456,host8
1458698875,149,80,host8
1458698877,2541,1898,host8
1458698878,403,83,host8
1458698878,318,75,host8
1458698878,459,75,host8
1458698878,345,76,host8
1458698878,321,81,host8
1458698878,5161,3686,host8
1458698878,4827,4157,host8
1458698880,146,73,host8
1458698880,163,83,host8
1458698928,943,78,host8
1458698928,1704,3006,host8
1458698933,149,80,host8
1458698933,1516,70,host8
1458698933,31357,13332,host8
1458698933,108,76,host8
1458698933,332,168,host8
1458698937,146,73,host8
1458698940,2780,1202,host8
1458698940,2573,16896,host8
1458698940,65454,4183,host8
1458698940,146,73,host8
1458698940,146,73,host8
1458698940,6310,2733,host8
1458698940,163,84,host8
1458698940,159,80,host8
1458698943,146,73,host8
1458698943,159,80,host8
1458698946,122,157,host8
1458698946,1196,1960,host8
1458698946,1450,5123,host8
1458698950,145,70,host8
1458698950,150,81,host8
1458698955,125,71,host8
1458698955,550,550,host8
1458698958,164,84,host8
1458698958,174,94,host8
1458698958,149,80,host8
1458698959,149,80,host8
1458698960,0,296,host8
1458698961,43622,3114,host8
1458698964,146,73,host8
1458698964,146,73,host8
1458698964,149,80,host8
1458698970,479,78,host248
1458698970,1025,79,host248
1458698970,63,185,host248
1458698970,63,183,host248
1458698968,0,65,host19
1458698968,0,92,host19
1458698968,0,253,host19
1458698969,0,196,host19
1458698969,0,90,host19
1458698969,0,65,host19
1458698969,541,296,host19
1458698969,534,296,host19
1458698969,2100,1594,host19
1458698969,2078,2188,host19
1458698969,0,151,host19
1458698969,8583,1754,host18
1458698969,7655,1694,host18
1458698971,175,106,host19
1458698971,97,81,host19
1458698971,0,140,host19
1458698971,26706,3264,host19
1458698971,168,99,host19
1458698971,168,83,host19
1458698972,66,1820,host19
1458698972,0,83,host19
1458698971,8583,1694,host18
1458698972,0,83,host19
1458698973,0,90,host19
1458698974,393,2349,host19
1458698966,149,80,host8
1458698973,808,1076,host8
1458698936,119,79,host19
1458698936,74,1728,host19
1458698936,7655,1710,host18
1458698937,525,1934,host19
1458698937,110,110,host19
1458698938,0,151,host19
1458698938,0,108,host19
1458698939,0,106,host19
1458698939,162,106,host19
1458698940,0,106,host19
1458698940,162,106,host19
1458698940,0,108,host19
1458698940,525,1934,host19
1458698940,603,1953,host19
1458698940,168,83,host19
1458698940,525,1934,host19
1458698940,603,1953,host19
1458698880,0,276,host2
1458698894,183,89,host2
1458698895,22920,8745,host2
1458698904,282,90,host2
1458698905,279,90,host2
1458698906,458,180,host2
1458698908,450,176,host2
1458698912,0,60,host2
1458698913,974,269,host2
1458698913,820,272,host2
1458698915,753,269,host2
1458698919,1657,545,host2
1458698921,283,90,host2
1458698922,1602,545,host2
1458698922,908,272,host2
1458698924,361,176,host2
1458698926,375,90,host2
1458698930,1757,629,host2
1458698933,2270,636,host2
1458698935,570,550,host2
1458698936,672,176,host2
1458698936,276,92,host2
1458698937,405,176,host2
1458698961,0,608,host2
1458698969,0,62,host2
1458698887,13059,10503,host254
1458698888,1532,856,host254
1458698889,62,78,host254
1458698898,1967,2551,host254
1458698916,128393,1617142,host254
1458698925,6453,2170,host254
1458698925,7440,2106,host254
1458698925,9229,49191,host254
1458698926,4735,753,host254
1458698926,537,982,host254
1458698926,3805,998,host254
1458698926,4922,991,host254
1458698927,456,922,host254
1458698927,4681,1760,host254
1458698927,3680,2022,host254
1458698927,3589,1188,host254
1458698927,3589,1188,host254
1458698927,2969,963,host254
1458698927,575,725,host254
1458698868,0,109,host19
1458698868,531,296,host19
1458698868,0,108,host19
1458698870,0,110,host19
1458698870,0,110,host19
1458698870,19677,17726,host19
1458698870,137,137,host19
1458698870,193,111,host19
1458698870,141,80,host19
1458698870,0,151,host19
1458698870,260,276,host19
1458698871,7655,1694,host18
1458698872,0,294,host19
1458698872,0,96,host19
1458698872,7655,1710,host18
1458698873,0,90,host19
1458698873,66,1820,host19
1458698873,74,462,host19
1458698873,110,110,host19
1458698873,160,78,host19
1458698873,110,110,host19
1458698874,0,151,host19
1458698874,159,77,host19
1458698874,159,77,host19
1458698874,144,75,host19
1458698873,1362,1068,host18
1458698874,7655,1770,host18
1458698875,0,132,host19
1458698875,2291,8893,host19
1458698875,0,151,host19
1458698877,0,152,host19
1458698877,0,80,host19
1458698878,66,401,host19
1458698878,294,294,host19
1458698878,0,75,host19
1458698878,0,190,host19
1458698941,0,83,host19
1458698941,0,152,host19
1458698941,0,152,host19
1458698941,0,83,host19
1458698941,0,294,host19
1458698942,0,76,host19
1458698942,0,76,host19
1458698941,8523,1754,host18
1458698942,2484,526,host19
1458698942,66,2020,host19
1458698942,0,74,host19
1458698942,525,1934,host19
1458698942,0,87,host19
1458698942,0,90,host19
1458698942,0,158,host19
1458698942,525,1934,host19
1458698942,525,1934,host19
1458698942,0,151,host19
1458698943,171,89,host19
1458698944,160,91,host19
1458698944,178,86,host19
1458698944,171,89,host19
1458698944,155,86,host19
1458698944,154,85,host19
1458698944,149,79,host19
1458698944,229,92,host19
1458698944,170,88,host19
1458698944,149,80,host19
1458698944,0,76,host19
1458698944,0,83,host19
1458698944,0,74,host19
1458698944,0,179,host19
1458698944,0,374,host19
1458698944,0,73,host19
1458698945,0,82,host19
1458698945,0,84,host19
1458698945,0,156,host19
1458698945,0,181,host19
1458698945,0,189,host19
1458698945,0,189,host19
1458698945,0,177,host19
1458698945,66,697,host19
1458698946,0,110,host19
1458698947,0,91,host19
1458698946,7655,1770,host18
1458698946,7655,1754,host18
1458698947,498,1961,host19
1458698947,498,1961,host19
1458698947,0,492,host19
1458698947,0,98,host19
1458698948,91,87,host19
1458698948,74,727,host19
1458698948,0,108,host19
1458698947,134,85,host18
1458698948,134,85,host18
1458698949,0,86,host19
1458698949,525,1925,host19
1458698949,0,110,host19
1458698950,0,151,host19
1458698950,66,236,host19
1458698950,7655,1801,host18
1458698951,0,151,host19
1458698951,74,419,host19
1458698951,0,144,host19
1458698951,8583,1845,host18
1458698952,0,103,host19
1458698952,0,88,host19
1458698952,107,91,host19
1458698952,0,288,host19
1458698952,0,151,host19
1458698952,0,81,host19
1458698953,0,110,host19
1458698953,0,253,host19
1458698953,8583,1694,host18
1458698954,0,79,host19
1458698954,0,151,host19
1458698954,60,58,host19
1458698954,360,348,host19
1458698954,33336,14511,host19
1458698954,0,66,host19
1458698954,0,151,host19
1458698954,0,151,host19
1458698954,1538,544,host19
1458698954,74,462,host19
1458698956,0,106,host19
1458698956,74,393,host19
1458698956,627,176,host19
1458698956,74,462,host19
1458698957,66,374,host19
1458698957,0,43,host19
1458698958,163,88,host19
1458698958,163,88,host19
1458698957,7655,1694,host18
1458698959,7655,1754,host18
1458698960,7595,1830,host18
1458698961,7655,1694,host18
1458698962,0,103,host19
1458698962,525,1961,host19
1458698963,307,344,host19
1458698963,0,106,host19
1458698964,0,294,host19
1458698869,116,192,host248
1458698869,131,248,host248
1458698869,63,188,host248
1458698873,7615,8082,host248
1458698879,151,103,host248
1458698882,63,285,host248
1458698889,553,676,host248
1458698890,126,400,host248
1458698890,0,78,host248
1458698891,1113,1236,host248
1458698893,932,78,host248
1458698900,7655,1754,host18
1458698903,58,308,host19
1458698904,213,186,host19
1458698904,224,179,host19
1458698904,60,58,host19
1458698905,0,79,host19
1458698906,66,236,host19
1458698905,7655,1694,host18
1458698906,85434,9005,host19
1458698906,141,80,host19
1458698907,0,107,host19
1458698908,63,190,host19
1458698909,0,152,host19
1458698909,0,90,host19
1458698910,0,241,host19
1458698910,294,294,host19
1458698911,0,321,host19
1458698910,7655,1770,host18
1458698911,74,392,host19
1458698911,163,75,host19
1458698911,0,132,host19
1458698911,0,274,host19
1458698911,0,141,host19
1458698912,0,88,host19
1458698912,0,86,host19
1458698912,0,86,host19
1458698913,0,85,host19
1458698913,0,85,host19
1458698913,0,80,host19
1458698913,0,83,host19
1458698913,0,78,host19
1458698912,7655,1694,host18
1458698913,0,96,host19
1458698913,0,92,host19
1458698913,74,395,host19
1458698913,0,66,host19
1458698913,0,90,host19
1458698913,74,385,host19
1458698913,0,82,host19
1458698913,0,87,host19
1458698913,0,88,host19
1458698913,8583,1694,host18
1458698878,7655,1710,host18
1458698884,343,79,host8
1458698884,146,73,host8
1458698896,332,168,host8
1458698896,130,84,host8
1458698896,159,86,host8
1458698897,214,100,host8
1458698897,2323,9249,host8
1458698897,332,168,host8
1458698897,146,73,host8
1458698906,332,168,host8
1458698906,149,80,host8
1458698906,146,73,host8
1458698906,150,83,host8
1458698907,332,168,host8
1458698907,202,84,host8
1458698910,143,74,host8
1458698910,168,88,host8
1458698910,90,74,host8
1458698910,146,73,host8
1458698914,0,97,host19
1458698914,0,102,host19
1458698914,74,419,host19
1458698914,74,419,host19
1458698914,134,85,host18
1458698916,7655,1710,host18
1458698917,0,486,host19
1458698917,74,1763,host19
1458698917,74,1763,host19
1458698918,74,1763,host19
1458698917,8643,1785,host18
1458698917,7655,1694,host18
1458698918,74,1763,host19
1458698918,0,151,host19
1458698918,120,104,host19
1458698918,0,70,host19
1458698918,0,151,host19
1458698918,74,1763,host19
1458698918,7715,1861,host18
1458698920,74,1736,host19
1458698920,0,84,host19
1458698921,0,82,host19
1458698921,74,1736,host19
1458698922,0,91,host19
1458698922,0,90,host19
1458698922,219,296,host19
1458698923,647,179,host19
1458698923,494,179,host19
1458698923,583,181,host19
1458698923,519,179,host19
1458698923,0,151,host19
1458698923,530,181,host19
1458698923,281,90,host19
1458698923,152,1736,host19
1458698923,0,151,host19
1458698924,74,1736,host19
1458698924,74,1755,host19
1458698924,291,90,host19
1458698924,0,294,host19
1458698924,0,151,host19
1458698924,0,89,host19
1458698925,74,1736,host19
1458698925,0,92,host19
1458698925,284,88,host19
1458698925,0,88,host19
1458698925,74,1736,host19
1458698925,294,294,host19
1458698925,0,88,host19
1458698925,353,92,host19
1458698926,286,238,host19
1458698926,74,1736,host19
1458698927,74,1736,host19
1458698927,74,1586,host19
1458698926,7655,1710,host18
1458698927,0,144,host19
1458698927,0,88,host19
1458698927,0,106,host19
1458698927,74,1736,host19
1458698927,74,1755,host19
1458698927,0,110,host19
1458698927,0,110,host19
1458698927,0,110,host19
1458698927,74,1755,host19
1458698928,116,385,host19
1458698928,63,191,host19
1458698927,8523,1754,host18
1458698928,74,1754,host19
1458698928,74,727,host19
1458698928,0,140,host19
1458698928,100,100,host19
1458698928,60,58,host19
1458698928,0,624,host19
1458698928,0,140,host19
1458698929,74,1736,host19
1458698930,0,66,host19
1458698930,993,2957,host19
1458698930,152,1728,host19
1458698931,74,1736,host19
1458698931,74,1736,host19
1458698931,0,151,host19
1458698931,0,151,host19
1458698931,74,1744,host19
1458698932,0,151,host19
1458698932,74,462,host19
1458698932,0,294,host19
1458698932,74,1763,host19
1458698932,7655,1754,host18
1458698932,7655,1801,host18
1458698933,74,1744,host19
1458698933,7655,1694,host18
1458698934,74,1728,host19
1458698934,74,1728,host19
1458698934,294,294,host19
1458698934,0,294,host19
1458698934,0,151,host19
1458698934,152,1728,host19
1458698934,7655,1710,host18
1458698935,294,294,host19
1458698935,110,110,host19
1458698935,603,1934,host19
1458698935,603,1934,host19
1458698935,525,1942,host19
1458698935,60,58,host19
1458698935,74,1728,host19
1458698935,0,151,host19
1458698880,294,294,host19
1458698880,0,108,host19
1458698880,155,85,host19
1458698880,0,75,host19
1458698880,60,58,host19
1458698881,134,85,host18
1458698882,0,276,host18
1458698882,0,276,host18
1458698884,7655,1710,host18
1458698884,7655,1845,host18
1458698885,0,110,host19
1458698885,60,58,host19
1458698885,90,90,host19
1458698885,249,209,host19
1458698885,216,287,host19
1458698885,290,93,host19
1458698886,0,85,host19
1458698886,0,95,host19
1458698886,7655,1694,host18
1458698887,0,296,host19
1458698889,66,1832,host19
1458698889,0,294,host19
1458698890,330,74,host19
1458698890,118,102,host19
1458698890,0,66,host19
1458698890,60,58,host19
1458698890,107,91,host19
1458698891,7655,1694,host18
1458698892,162,80,host19
1458698891,8583,1694,host18
1458698892,0,110,host19
1458698892,272,90,host19
1458698892,366,176,host19
1458698892,458,89,host19
1458698892,247,89,host19
1458698892,239,89,host19
1458698892,450,176,host19
1458698892,276,90,host19
1458698892,261,90,host19
1458698892,0,89,host19
1458698893,247,89,host19
1458698893,0,294,host19
1458698893,0,90,host19
1458698894,0,90,host19
1458698893,7595,1754,host18
1458698894,0,90,host19
1458698894,0,90,host19
1458698894,263,90,host19
1458698894,0,151,host19
1458698894,1993,6943,host19
1458698894,458,89,host19
1458698894,272,90,host19
1458698894,271,90,host19
1458698894,140,94,host19
1458698894,0,94,host19
1458698895,243,88,host19
1458698895,0,90,host19
1458698895,276,90,host19
1458698895,0,90,host19
1458698894,7655,1754,host18
1458698896,0,151,host19
1458698895,8583,1694,host18
1458698897,66,402,host19
1458698897,533,181,host19
1458698897,351,178,host19
1458698897,0,182,host19
1458698897,0,190,host19
1458698897,0,192,host19
1458698897,0,190,host19
1458698897,0,78,host19
1458698897,0,199,host19
1458698898,0,294,host19
1458698898,7655,1694,host18
1458698899,110,110,host19
1458698871,96,87,host2
1458698873,0,62,host2
1458698895,1392,1471,host248
1458698895,90,90,host248
1458698898,117,73,host248
1458698904,216,80,host248
1458698904,63,189,host248
1458698905,914,1053,host248
1458698907,63,187,host248
1458698910,0,465,host248
1458698912,1357,2046,host248
1458698912,1865,2101,host248
1458698914,4902,1861,host248
1458698917,481,78,host248
1458698917,63,198,host248
1458698920,90,90,host248
1458698922,1317,79,host248
1458698932,5880,1211,host254
1458698936,63,188,host254
1458698942,1159,1684,host254
1458698945,1003,2567,host254
1458698965,4011,3871,host254
1458698967,299,89,host254
1458698791,0,151,host19
1458698791,0,223,host19
1458698791,0,90,host19
1458698791,7655,1694,host18
1458698793,284,232,host19
1458698793,169,100,host19
1458698793,0,90,host19
1458698793,2484,526,host19
1458698794,66,290,host19
1458698794,7655,1861,host18
1458698795,294,294,host19
1458698795,8583,1694,host18
1458698796,0,74,host19
1458698796,7655,1694,host18
1458698797,74,417,host19
1458698797,8583,1785,host18
1458698797,7655,1694,host18
1458698798,0,86,host19
1458698798,0,210,host19
1458698798,0,108,host19
1458698798,0,62,host19
1458698798,146,75,host19
1458698798,0,210,host19
1458698798,0,210,host19
1458698798,7655,1770,host18
1458698798,7655,1754,host18
1458698799,0,210,host19
1458698799,0,210,host19
1458698799,0,294,host19
1458698800,0,140,host19
1458698801,340,92,host19
1458698801,7655,1694,host18
1458698803,0,86,host19
1458698803,107,91,host19
1458698804,7715,1861,host18
1458698805,0,110,host19
1458698805,0,110,host19
1458698805,0,110,host19
1458698805,0,110,host19
1458698805,0,294,host19
1458698806,332,80,host19
1458698806,0,66,host19
1458698806,3004,1474,host19
1458698806,0,66,host19
1458698807,0,110,host19
1458698807,0,210,host19
1458698807,0,294,host19
1458698808,294,294,host19
1458698808,0,624,host19
1458698808,0,151,host19
1458698808,7655,1770,host18
1458698809,7655,1754,host18
1458698810,0,66,host19
1458698810,0,77,host19
1458698810,294,294,host19
1458698810,7655,1710,host18
1458698811,0,95,host19
1458698811,74,417,host19
1458698812,0,294,host19
1458698813,0,92,host19
1458698813,344,92,host19
1458698813,0,210,host19
1458698813,110,110,host19
1458698813,110,110,host19
1458698813,248,276,host19
1458698813,0,151,host19
1458698813,8583,1694,host18
1458698814,344,92,host19
1458698814,0,79,host19
1458698815,74,462,host19
1458698814,7655,1754,host18
1458698815,4940,2156,host19
1458698815,0,296,host19
1458698815,0,79,host19
1458698816,0,79,host19
1458698816,0,210,host19
1458698816,58,404,host19
1458698817,8583,1694,host18
1458698817,7655,1754,host18
1458698819,0,321,host19
1458698760,159,77,host19
1458698760,160,78,host19
1458698760,3816,1442,host19
1458698760,48761,5297,host19
1458698760,170,80,host19
1458698760,0,74,host19
1458698761,0,151,host19
1458698762,161,79,host19
1458698762,68,60,host19
1458698762,103,87,host19
1458698762,68,60,host19
1458698762,162,80,host19
1458698762,12066,5167,host19
1458698762,68,60,host19
1458698762,63,88,host19
1458698762,1679,3307,host19
1458698762,360,276,host19
1458698762,210,276,host18
1458698763,0,294,host19
1458698762,63,193,host248
1458698762,8562,2395,host248
1458698765,62,78,host248
1458698766,60,78,host248
1458698766,875,520,host248
1458698771,126,385,host248
1458698771,929,74,host248
1458698774,1423,2218,host248
1458698779,942,76,host248
1458698779,63,207,host248
1458698779,63,200,host248
1458698779,63,204,host248
1458698779,155,83,host248
1458698780,8352,3532,host248
1458698781,498,74,host248
1458698781,63,189,host248
1458698785,90,90,host248
1458698790,916,76,host248
1458698837,62,77,host8
1458698837,513,1945,host8
1458698837,513,1926,host8
1458698837,62,79,host8
1458698838,234,148,host8
1458698843,142,78,host8
1458698845,91,87,host8
1458698847,130,84,host8
1458698847,12870,8820,host8
1458698851,164,85,host8
1458698851,90,74,host8
1458698855,332,168,host8
1458698855,0,608,host8
1458698855,120,134,host8
1458698860,130,84,host8
1458698860,14268,5193,host8
1458698860,106,90,host8
1458698862,0,62,host8
1458698862,186,111,host8
1458698862,146,73,host8
1458698862,146,73,host8
1458698862,149,80,host8
1458698863,149,80,host8
1458698863,146,73,host8
1458698863,304,178,host8
1458698863,7848,11037,host8
1458698863,149,80,host8
1458698865,130,84,host8
1458698865,338,74,host8
1458698865,102,102,host8
1458698865,375,74,host8
1458698865,2376,4037,host8
1458698865,63,86,host8
1458698865,441,142,host8
1458698865,416,90,host8
1458698867,107527,27870,host8
1458698867,188,113,host8
1458698867,159,86,host8
1458698867,181,176,host8
1458698797,62,81,host254
1458698797,92,190,host254
1458698821,1211,1171,host254
1458698808,332,168,host8
1458698808,150,83,host8
1458698812,304,77,host8
1458698812,308,81,host8
1458698814,176,144,host8
1458698814,107,91,host8
1458698815,306,79,host8
1458698817,1290,1046,host8
1458698817,625,842,host8
1458698819,486,1969,host8
1458698819,486,1969,host8
1458698819,564,1961,host8
1458698821,513,1953,host8
1458698821,0,148,host8
1458698821,4796,2613,host8
1458698821,149,80,host8
1458698821,513,1953,host8
1458698821,513,1934,host8
1458698821,10040,3005,host8
1458698824,513,1934,host8
1458698826,513,1953,host8
1458698826,513,1953,host8
1458698826,513,1934,host8
1458698826,238,95,host8
1458698827,134,210,host8
1458698827,327,270,host8
1458698827,4540,2922,host8
1458698831,149,80,host8
1458698831,513,1934,host8
1458698831,130,84,host8
1458698832,108,76,host8
1458698832,146,73,host8
1458698832,163,83,host8
1458698832,513,1953,host8
1458698833,248274,111601,host8
1458698833,3829,2645,host8
1458698833,513,1961,host8
1458698833,591,1961,host8
1458698835,513,1926,host8
1458698835,513,1926,host8
1458698835,513,1961,host8
1458698821,0,87,host19
1458698822,0,210,host19
1458698822,0,210,host19
1458698822,7655,1801,host18
1458698823,0,151,host19
1458698824,0,91,host19
1458698824,74,430,host19
1458698823,8583,1845,host18
1458698850,294,294,host19
1458698851,0,196,host19
1458698851,579,1931,host19
1458698851,138,210,host19
1458698851,150,80,host19
1458698851,1819,3166,host19
1458698851,15338,11200,host19
1458698851,114,98,host19
1458698851,7655,1785,host18
1458698851,134,85,host18
1458698852,294,294,host19
1458698853,180,174,host19
1458698853,0,151,host19
1458698853,0,74,host19
1458698853,138,210,host19
1458698853,138,210,host19
1458698853,8583,1754,host18
1458698853,687,459,host18
1458698855,0,85,host19
1458698855,0,209,host19
1458698856,0,152,host19
1458698855,8583,1694,host18
1458698856,7655,1754,host18
1458698856,7655,1770,host18
1458698857,0,76,host19
1458698858,0,108,host19
1458698858,294,294,host19
1458698858,8107,2436,host19
1458698858,6281,3621,host19
1458698858,91,87,host19
1458698858,91,87,host19
1458698858,0,95,host19
1458698858,0,95,host19
1458698859,0,287,host19
1458698860,0,251,host19
1458698860,0,90,host19
1458698860,0,79,host19
1458698860,0,156,host19
1458698861,0,85,host19
1458698861,0,78,host19
1458698862,276,90,host19
1458698862,0,90,host19
1458698862,275,90,host19
1458698862,272,90,host19
1458698862,0,89,host19
1458698862,0,88,host19
1458698862,62,407,host19
1458698862,5565,407,host19
1458698862,7655,1694,host18
1458698862,7655,1710,host18
1458698863,66,1820,host19
1458698863,0,77,host19
1458698863,0,66,host19
1458698863,110,110,host19
1458698863,110,110,host19
1458698863,110,110,host19
1458698864,0,89,host19
1458698864,0,89,host19
1458698864,278,90,host19
1458698864,273,90,host19
1458698864,279,90,host19
1458698864,0,89,host19
1458698864,276,90,host19
1458698864,263,90,host19
1458698864,240,89,host19
1458698864,236,89,host19
1458698864,299,88,host19
1458698865,173,90,host19
1458698865,0,90,host19
1458698865,0,1392,host19
1458698865,74,727,host19
1458698865,294,294,host19
1458698865,0,80,host19
1458698865,0,90,host19
1458698865,173,90,host19
1458698865,0,66,host19
1458698865,110,110,host19
1458698865,110,110,host19
1458698865,110,110,host19
1458698865,8583,1694,host18
1458698764,7655,1694,host18
1458698765,0,294,host19
1458698766,62,78,host19
1458698766,126,364,host19
1458698766,63,181,host19
1458698766,63,187,host19
1458698766,252,752,host19
